color,team name,player name,platform,player id,car id,car name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,goals conceded while last defender,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,avg speed,total distance,time slow speed,percentage slow speed,time boost speed,percentage boost speed,time supersonic speed,percentage supersonic speed,time on ground,percentage on ground,time low in air,percentage low in air,time high in air,percentage high in air,time powerslide,avg powerslide time,count powerslide,time most back,time most forward,avg distance to ball,avg distance to ball has possession,avg distance to ball no possession,time behind ball,percentage behind ball,time in front of ball,percentage in front of ball,time defensive half,percentage defensive half,time offensive half,percentage offensive half,time defensive third,percentage defensive third,time neutral third,percentage neutral third,time offensive third,percentage offensive third,demos inflicted,demos taken,file_name
orange,,SexonDavorSucic,Epic,057b781803ec4efbbb0858ac0a29f096,403,Dominus,356,647,2,1,2,5,5,1,0,40.0,418,52.48,2529,2034,495,25,36,426,342,84,5,7,59.97,27.49,287,477,157,1566,519766,152.04,42.74,144.45,40.6,59.28,16.66,189.26,53.2,154.38,43.39,12.14,3.41,5.35,0.1,52,194.6,144.9,2366,2016,2756,275.37,77.4,80.4,22.6,249.57,70.15,106.21,29.85,183.25,51.51,109.56,30.8,62.96,17.7,2,0,csv_138.csv
orange,,limun,Steam,76561198081640603,23,Octane,356,498,2,1,1,3,5,1,1,66.67,434,47.24,2397,1813,584,25,52,270,138,132,3,12,46.73,27.87,288,677,161,1566,522168,151.95,42.72,161.7,45.46,42.06,11.82,206.96,58.18,130.16,36.59,18.59,5.23,5.44,0.12,45,145.5,190.7,2361,2326,2411,247.17,69.49,108.54,30.51,210.4,59.15,145.31,40.85,144.87,40.73,128.11,36.02,82.73,23.26,2,0,csv_138.csv
blue,,italic,Steam,76561198021360335,23,Octane,371,568,2,0,2,5,9,4,4,40.0,451,56.55,2784,2216,568,26,50,539,343,196,4,17,32.5,22.78,454,390,56,1537,522159,164.99,44.79,144.89,39.33,58.49,15.88,199.84,54.25,151.14,41.03,17.38,4.72,4.89,0.15,33,192.0,161.2,2395,2206,2517,267.1,72.51,101.26,27.49,231.22,62.77,137.15,37.23,173.0,46.96,115.58,31.38,79.79,21.66,2,0,csv_1380.csv
blue,,Fils_de_PIOUSSS_,PS4,Fils_de_PIOUSSS_,4284,Fennec,371,388,1,0,1,6,9,4,0,16.67,451,46.35,2736,2051,685,25,65,624,380,244,4,21,68.16,34.22,547,376,20,1500,515264,179.61,48.44,129.74,34.99,61.46,16.57,208.16,56.14,144.69,39.02,17.96,4.84,6.22,0.14,46,159.1,191.0,2273,2019,2511,265.44,71.58,105.38,28.42,232.53,62.71,138.28,37.29,168.69,45.49,133.42,35.98,68.7,18.53,2,0,csv_1380.csv
orange,,Fenrisx-,PS4,Fenrisx-,23,Octane,371,1040,3,1,6,5,11,3,3,60.0,476,47.69,2743,2105,638,25,55,512,354,158,4,14,22.6,27.61,389,316,45,1547,515549,154.63,42.76,153.26,42.38,53.75,14.86,202.48,55.99,138.73,38.36,20.43,5.65,5.54,0.14,40,207.0,146.2,2386,2290,2485,283.46,78.38,78.18,21.62,233.75,64.64,127.89,35.36,177.83,49.17,109.04,30.15,74.77,20.68,0,3,csv_1380.csv
orange,,IForceTranquiIle,PS4,IForceTranquiIle,6939,,371,428,1,2,1,4,11,3,0,25.0,430,49.42,2493,1773,720,21,65,803,557,246,6,23,51.28,10.65,224,351,54,1612,545290,138.35,37.61,180.19,48.99,49.29,13.4,179.39,48.77,169.73,46.14,18.71,5.09,7.77,0.09,85,158.6,203.3,2732,2519,2980,230.22,62.59,137.61,37.41,218.03,59.27,149.8,40.73,151.1,41.08,121.93,33.15,94.8,25.77,0,1,csv_1380.csv
blue,,level 100 priest,Epic,0652c37b150344bca2d4dd729e78a681,23,Octane,335,713,1,1,4,4,7,1,1,25.0,380,50.18,2113,1452,661,19,58,794,618,176,8,17,13.6,22.6,230,458,189,1511,479744,161.76,48.74,123.96,37.35,46.13,13.9,192.57,58.03,117.98,35.55,21.3,6.42,7.62,0.13,58,185.4,148.1,2279,2268,2299,238.54,71.88,93.31,28.12,208.86,62.94,122.99,37.06,155.16,46.76,101.02,30.44,75.67,22.8,1,1,csv_1381.csv
blue,,italic,Steam,76561198021360335,23,Octane,335,383,1,0,1,3,7,1,0,33.33,351,52.08,1996,1450,546,18,47,619,392,227,4,19,39.85,27.17,329,220,7,1511,471823,155.72,47.48,122.45,37.34,49.79,15.18,172.26,52.52,142.03,43.31,13.68,4.17,3.2,0.13,25,151.1,177.8,2246,2276,2211,220.15,67.13,107.81,32.87,185.14,56.45,142.82,43.55,141.85,43.25,100.53,30.65,85.59,26.1,0,2,csv_1381.csv
orange,,Raniiiiii,Steam,76561198399040047,23,Octane,335,500,1,0,3,5,7,2,0,20.0,378,51.62,2055,1471,584,19,51,313,156,157,3,14,25.15,39.09,344,449,149,1434,458597,168.55,50.32,124.58,37.19,41.82,12.49,188.59,56.31,130.62,39.0,15.73,4.7,4.71,0.15,32,169.4,160.9,2518,2130,2756,260.45,77.76,74.49,22.24,201.35,60.12,133.59,39.88,138.2,41.26,115.68,34.54,81.06,24.2,1,0,csv_1381.csv
orange,,MAXIME 207,Epic,0244f4fa7fcf412a9ce33bc22a3fc831,23,Octane,335,375,0,1,2,2,7,2,2,0.0,347,59.58,2126,1539,587,20,53,1018,751,267,9,24,19.32,42.04,249,482,170,1469,464478,165.82,49.95,119.65,36.04,46.48,14.0,201.3,60.64,126.51,38.11,4.14,1.25,10.15,0.12,88,161.3,165.9,2332,2040,2524,251.35,75.72,80.6,24.28,196.81,59.29,135.14,40.71,144.16,43.43,94.73,28.54,93.07,28.04,2,1,csv_1381.csv
blue,,Nico :C,Steam,76561198121827324,23,Octane,191,204,0,0,2,1,8,4,2,0.0,343,41.95,1093,793,300,9,27,68,0,68,0,6,22.04,16.88,78,111,0,1507,264781,99.34,51.98,63.52,33.24,28.25,14.78,104.15,54.5,81.35,42.57,5.61,2.94,2.41,0.1,24,99.5,78.7,2291,2043,2443,125.97,65.91,65.14,34.09,147.43,77.14,43.69,22.86,116.03,60.71,51.51,26.95,23.57,12.33,0,0,csv_1382.csv
blue,,italic,Steam,76561198021360335,23,Octane,191,180,0,0,2,0,8,4,2,0.0,454,57.69,1384,1158,226,14,20,259,200,59,2,5,15.68,14.86,324,180,3,1648,290365,71.25,37.27,82.45,43.13,37.46,19.6,107.19,56.08,80.18,41.95,3.78,1.98,2.84,0.12,23,78.5,99.0,2188,2061,2313,117.59,61.52,73.56,38.48,143.25,74.94,47.9,25.06,107.28,56.12,53.86,28.18,30.01,15.7,1,0,csv_1382.csv
orange,,Night Fury,Steam,76561199087391226,23,Octane,191,386,2,1,0,5,1,0,0,40.0,370,50.1,1114,827,287,10,27,409,262,147,3,13,21.31,35.35,218,200,47,1518,262445,93.15,49.51,64.37,34.21,30.64,16.28,108.09,57.45,77.33,41.1,2.73,1.45,3.38,0.18,19,87.2,90.4,2598,2865,2308,152.15,80.86,36.01,19.14,88.66,47.12,99.5,52.88,63.64,33.82,54.62,29.03,69.9,37.15,0,1,csv_1382.csv
orange,,Raniiiiii,Steam,76561198399040047,23,Octane,191,358,2,0,0,3,1,0,0,66.67,408,40.72,1232,854,378,10,34,345,173,172,2,15,23.96,27.1,217,146,26,1591,279410,84.12,44.01,67.47,35.3,39.56,20.7,108.24,56.63,80.21,41.96,2.7,1.41,2.3,0.14,16,94.2,87.6,2465,2488,2380,148.17,77.52,42.98,22.48,90.59,47.39,100.56,52.61,67.05,35.08,53.81,28.15,70.29,36.77,0,0,csv_1382.csv
blue,,quadraN,Steam,76561198218716839,23,Octane,237,311,0,0,3,1,8,4,2,0.0,463,50.49,1874,1509,365,17,32,305,200,105,2,9,41.85,30.32,414,204,4,1639,363660,93.97,39.66,100.37,42.36,42.59,17.98,136.39,57.57,95.18,40.17,5.36,2.26,3.74,0.1,37,107.3,117.2,2648,2279,3004,141.65,59.79,95.28,40.21,173.49,73.22,63.44,26.78,131.39,55.45,72.8,30.73,32.75,13.82,1,0,csv_1383.csv
blue,,Happynax,Steam,76561198202040181,403,Dominus,237,102,0,0,0,1,8,4,2,0.0,391,52.21,1710,1374,336,18,30,415,379,36,4,3,28.66,33.4,196,441,20,1492,330772,112.95,47.66,96.71,40.81,27.31,11.52,129.66,54.72,98.06,41.38,9.25,3.9,3.81,0.13,29,117.1,107.4,2574,2513,2567,142.7,60.22,94.27,39.78,186.15,78.55,50.82,21.45,148.2,62.54,58.07,24.51,30.7,12.96,2,0,csv_1383.csv
orange,,italic,Steam,76561198021360335,23,Octane,237,437,3,0,0,4,2,0,0,75.0,454,52.76,1719,1247,472,14,43,633,428,205,5,19,30.03,20.84,401,145,65,1567,338258,96.38,41.74,95.09,41.18,39.45,17.08,140.96,61.04,81.9,35.47,8.06,3.49,4.35,0.15,30,127.2,101.1,2462,2328,2691,191.69,83.01,39.23,16.99,106.78,46.24,124.14,53.76,70.76,30.64,78.56,34.02,81.61,35.34,0,2,csv_1383.csv
orange,,Tropicz00,Epic,d1aa43f01034414d8ce69baa9377be30,23,Octane,237,368,1,1,1,4,2,0,0,25.0,434,51.08,1749,1471,278,16,25,935,781,154,8,13,25.94,27.22,147,143,18,1498,325617,111.28,47.94,96.78,41.7,24.04,10.36,144.33,62.18,77.48,33.38,10.29,4.43,2.99,0.1,29,108.4,121.5,2141,2019,2127,185.93,80.11,46.17,19.89,103.07,44.41,129.03,55.59,68.81,29.65,93.08,40.1,70.21,30.25,0,1,csv_1383.csv
blue,,quadraN,Steam,76561198218716839,23,Octane,368,578,1,1,3,4,12,3,0,25.0,397,48.36,2537,2113,424,28,37,454,351,103,4,9,72.33,46.32,378,598,48,1537,528463,163.96,44.89,148.08,40.54,53.23,14.57,196.14,53.7,154.19,42.21,14.93,4.09,6.66,0.1,67,179.1,183.6,2493,2170,2742,262.31,71.81,102.96,28.19,251.71,68.91,113.56,31.09,183.26,50.17,122.29,33.48,59.72,16.35,1,1,csv_1384.csv
blue,,italic,Steam,76561198021360335,23,Octane,368,484,1,1,2,3,12,3,3,33.33,411,53.28,2315,1645,670,20,57,376,187,189,2,16,48.73,24.01,407,235,0,1631,544305,132.37,37.16,151.29,42.47,72.57,20.37,178.13,50.0,156.41,43.91,21.7,6.09,4.53,0.15,31,186.5,169.7,2391,2299,2474,252.72,70.94,103.51,29.06,241.73,67.86,114.5,32.14,185.88,52.18,101.38,28.46,68.98,19.36,0,4,csv_1384.csv
orange,,Tropicz00,Epic,d1aa43f01034414d8ce69baa9377be30,23,Octane,368,700,2,0,3,6,7,2,2,33.33,365,51.95,2243,1713,530,22,46,379,225,154,3,14,57.44,36.48,207,431,74,1476,501951,190.37,52.29,134.68,36.99,39.03,10.72,206.51,56.72,141.61,38.9,15.96,4.38,5.33,0.11,48,192.3,164.0,2623,2184,2960,279.05,76.65,85.03,23.35,228.77,62.83,135.32,37.17,165.3,45.4,122.08,33.53,76.7,21.07,1,1,csv_1384.csv
orange,,veru,Steam,76561198267256355,403,Dominus,368,346,1,0,2,6,7,2,0,16.67,435,49.55,2721,2183,538,24,49,698,474,224,5,21,39.4,65.78,394,241,29,1594,549131,155.26,42.17,145.85,39.61,67.08,18.22,206.43,56.07,150.64,40.91,11.12,3.02,8.89,0.1,90,165.4,191.0,2403,2284,2449,271.23,73.67,96.95,26.33,226.54,61.53,141.65,38.47,141.98,38.56,150.87,40.98,75.34,20.46,4,0,csv_1384.csv
blue,,rayhan0708,PS4,rayhan0708,23,Octane,441,668,2,1,3,6,9,2,0,33.33,392,52.91,2716,2097,619,29,55,734,472,262,6,24,28.03,59.66,320,817,132,1534,622006,205.67,47.0,165.27,37.77,66.67,15.24,233.81,53.43,181.87,41.56,21.92,5.01,2.48,0.17,15,213.4,240.8,2597,2279,3037,289.23,66.09,148.38,33.91,253.08,57.83,184.53,42.17,186.12,42.53,139.89,31.97,111.59,25.5,0,1,csv_1385.csv
blue,,italic,Steam,76561198021360335,23,Octane,441,602,1,1,3,5,9,2,2,20.0,426,50.32,3155,2592,563,29,51,769,566,203,6,19,58.61,45.63,487,303,39,1586,624659,197.88,45.22,166.25,37.99,73.47,16.79,236.61,54.07,173.46,39.64,27.52,6.29,6.05,0.14,43,229.0,223.3,2298,2134,2409,346.98,79.29,90.62,20.71,272.62,62.3,164.98,37.7,216.92,49.57,119.83,27.38,100.85,23.05,1,1,csv_1385.csv
orange,,Error 69.,Epic,81c93569ccf947c8b214fd8f281bb11b,23,Octane,441,712,2,0,4,5,11,3,2,40.0,487,53.96,3259,2479,780,30,71,752,558,194,6,19,31.27,52.4,406,573,76,1567,650843,174.45,39.87,184.48,42.17,78.57,17.96,241.4,55.18,173.39,39.63,22.7,5.19,6.73,0.1,65,255.2,175.5,2440,2197,2638,345.46,78.96,92.03,21.04,301.44,68.9,136.06,31.1,220.5,50.4,148.27,33.89,68.72,15.71,2,1,csv_1385.csv
orange,,FinSisu,Steam,76561198136306797,4284,Fennec,441,476,0,1,3,4,11,3,1,0.0,318,45.06,2258,1382,876,15,68,519,147,372,2,31,46.11,37.64,197,123,52,1366,569681,259.19,58.81,158.1,35.87,23.41,5.31,256.61,58.23,174.7,39.64,9.39,2.13,11.38,0.11,103,180.0,255.8,2251,2095,2390,287.66,65.27,153.03,34.73,271.93,61.7,168.77,38.3,176.36,40.02,173.35,39.34,90.99,20.65,0,0,csv_1385.csv
blue,,Phorky,Steam,76561199072479850,22,Breakout,351,576,1,1,4,1,11,4,2,100.0,376,47.15,2187,1643,544,20,44,392,200,192,2,14,44.94,54.81,90,364,0,1558,513766,150.96,42.97,160.62,45.72,39.76,11.32,181.8,51.74,143.28,40.78,26.26,7.47,5.76,0.13,43,166.7,167.1,2756,2600,2942,243.46,69.29,107.88,30.71,233.48,66.45,117.86,33.55,174.11,49.56,118.81,33.82,58.42,16.63,0,0,csv_1386.csv
blue,,italic,Steam,76561198021360335,23,Octane,351,410,1,1,1,2,11,4,2,50.0,436,61.75,2527,2047,480,29,44,309,190,119,3,12,31.22,33.14,362,502,112,1629,536702,128.33,36.52,155.32,44.2,67.76,19.28,159.47,45.38,164.32,46.76,27.62,7.86,4.46,0.11,39,166.6,168.5,2414,2251,2552,245.16,69.76,106.25,30.24,234.39,66.7,117.02,33.3,180.17,51.27,94.61,26.92,76.63,21.81,2,0,csv_1386.csv
orange,,Big-J,Steam,76561198411027946,23,Octane,351,450,2,1,0,7,3,2,1,28.57,489,44.37,2701,2214,487,25,42,393,275,118,3,11,31.85,33.35,422,285,24,1719,552329,106.97,31.23,159.35,46.53,76.16,22.24,201.26,58.77,125.28,36.58,15.94,4.65,7.74,0.11,69,153.5,189.5,2948,2708,3111,242.26,70.74,100.22,29.26,208.11,60.77,134.36,39.23,145.95,42.62,116.13,33.91,80.39,23.47,0,1,csv_1386.csv
orange,,stinky no doodoo,Steam,76561199066396864,23,Octane,351,392,2,0,0,4,3,2,1,50.0,428,54.8,2392,1885,507,24,47,229,86,143,1,13,28.14,40.67,146,534,13,1585,507661,138.96,40.56,159.56,46.57,44.1,12.87,205.55,59.99,122.6,35.78,14.47,4.22,7.7,0.12,65,184.6,146.1,2827,2771,2874,261.86,76.43,80.76,23.57,216.25,63.12,126.37,36.88,153.02,44.66,121.93,35.59,67.66,19.75,0,1,csv_1386.csv
blue,,Bigo,Steam,76561198359271233,4284,Fennec,353,660,1,0,5,1,9,3,3,100.0,362,49.02,2143,1368,775,18,70,469,296,173,4,16,9.07,27.1,241,389,49,1483,486116,176.13,50.25,137.56,39.25,36.79,10.5,205.19,58.55,129.01,36.81,16.26,4.64,8.56,0.13,65,196.7,149.0,2124,1898,2311,255.03,72.77,95.44,27.23,260.3,74.27,90.17,25.73,193.61,55.24,99.6,28.42,57.26,16.34,2,1,csv_1387.csv
blue,,italic,Steam,76561198021360335,23,Octane,353,446,1,1,2,2,9,3,0,50.0,411,56.24,2297,1610,687,20,57,667,421,246,6,22,46.82,41.0,337,414,181,1603,520567,141.42,40.72,153.38,44.16,52.5,15.12,173.87,50.06,154.03,44.35,19.4,5.59,3.46,0.12,29,147.2,192.8,2525,2274,2831,240.48,69.24,106.81,30.76,214.15,61.66,133.15,38.34,164.75,47.44,95.29,27.44,87.26,25.13,0,2,csv_1387.csv
orange,,K4m1l0v5ky,Epic,868b73d491a34e8ca955c09f3bbf6394,23,Octane,353,480,2,0,1,5,3,2,0,40.0,378,38.27,2058,1290,768,15,58,293,100,193,1,16,65.89,27.71,199,209,0,1474,478722,178.74,51.03,132.07,37.71,39.45,11.26,186.05,53.12,149.87,42.79,14.32,4.09,6.26,0.15,42,176.0,165.7,2392,2332,2337,274.77,78.45,75.49,21.55,216.82,61.9,133.43,38.1,145.23,41.46,126.97,36.25,78.05,22.28,1,1,csv_1387.csv
orange,,Deiper.,Epic,93862ce8fceb468dafe3d360eb52991d,23,Octane,353,392,1,0,0,4,3,2,2,25.0,421,45.04,2488,1787,701,20,54,787,489,298,6,25,60.64,23.67,304,220,110,1560,511458,154.06,43.96,147.37,42.05,49.0,13.98,191.88,54.76,136.03,38.82,22.52,6.43,7.48,0.13,56,168.5,175.6,2385,2051,2769,261.96,74.75,88.47,25.25,189.95,54.2,160.48,45.8,143.2,40.86,111.58,31.84,95.65,27.3,2,1,csv_1387.csv
blue,,Im_Lux__,PS4,Im_Lux__,23,Octane,316,633,3,1,0,4,6,1,0,75.0,434,47.65,2261,1732,529,21,41,276,157,119,2,11,33.66,32.06,373,369,43,1595,472835,127.55,40.38,140.76,44.56,47.57,15.06,193.2,61.16,108.19,34.25,14.49,4.59,6.01,0.13,46,148.8,154.6,2640,2433,2879,229.6,72.69,86.28,27.31,198.02,62.69,117.86,37.31,146.13,46.26,102.46,32.44,67.29,21.3,1,0,csv_1388.csv
blue,,Sans-Blaze31,PS4,Sans-Blaze31,23,Octane,316,448,1,1,2,3,6,1,1,33.33,400,54.18,2216,1555,661,19,51,470,228,242,3,13,37.71,40.59,444,384,71,1531,451819,143.02,45.45,131.11,41.66,40.57,12.89,207.02,65.78,100.48,31.93,7.2,2.29,3.6,0.12,31,154.6,147.3,2631,2738,2547,229.79,73.02,84.91,26.98,207.72,66.01,106.97,33.99,158.77,50.45,97.71,31.05,58.21,18.5,0,0,csv_1388.csv
orange,,italic,Steam,76561198021360335,23,Octane,316,358,1,0,1,4,7,4,2,25.0,464,60.28,2299,1854,445,23,42,747,672,75,7,7,35.49,21.45,434,249,7,1631,484198,126.95,40.18,128.93,40.81,60.04,19.0,164.54,52.08,126.16,39.93,25.23,7.99,3.53,0.13,28,158.1,146.2,2171,2114,2209,235.57,74.57,80.35,25.43,203.56,64.43,112.36,35.57,144.72,45.81,95.63,30.27,75.57,23.92,0,0,csv_1388.csv
orange,,SCHTEF,Steam,76561198163825273,23,Octane,316,348,0,1,2,2,7,4,2,0.0,472,46.27,2329,1642,687,20,61,484,297,187,3,18,45.76,34.48,297,370,11,1544,453125,139.62,44.66,129.03,41.28,43.96,14.06,166.64,53.31,136.16,43.56,9.81,3.14,8.1,0.14,57,148.6,155.2,2525,2041,3021,212.12,67.85,100.49,32.15,193.81,62.0,118.8,38.0,136.94,43.81,110.56,35.37,65.11,20.83,0,1,csv_1388.csv
blue,,,Steam,76561198809487188,23,Octane,351,549,2,1,2,4,7,2,0,50.0,334,61.56,2048,1449,599,22,54,390,190,200,4,19,13.2,58.78,129,775,219,1484,486812,176.97,50.45,140.46,40.05,33.32,9.5,224.59,64.04,117.0,33.36,9.14,2.61,8.24,0.18,46,153.0,175.4,2614,2642,2587,253.87,72.38,96.87,27.62,238.49,68.0,112.25,32.0,182.45,52.02,96.35,27.47,71.93,20.51,0,0,csv_1389.csv
blue,,italic,Steam,76561198021360335,23,Octane,351,492,1,0,3,2,7,2,2,50.0,429,53.04,2507,1954,553,24,50,334,175,159,2,14,49.75,37.06,342,409,33,1536,504304,160.79,45.82,136.23,38.82,53.92,15.36,180.95,51.56,154.53,44.03,15.45,4.4,6.68,0.15,45,176.8,154.0,2231,2207,2240,262.17,74.71,88.77,25.29,238.0,67.82,112.94,32.18,179.4,51.12,104.15,29.68,67.38,19.2,2,0,csv_1389.csv
orange,,Phil,Steam,76561198857606322,4284,Fennec,351,350,1,1,0,3,6,3,2,33.33,389,45.12,2309,1601,708,18,61,562,299,263,3,23,45.24,45.29,264,219,15,1561,509983,160.85,46.06,139.54,39.96,48.84,13.99,191.51,54.84,133.83,38.32,23.9,6.84,4.64,0.13,37,153.0,186.6,2316,2128,2503,250.82,71.82,98.41,28.18,183.47,52.53,165.77,47.47,135.39,38.77,111.13,31.82,102.71,29.41,0,0,csv_1389.csv
orange,,Musty,Steam,76561198419751103,4284,Fennec,351,288,1,0,1,4,6,3,1,25.0,453,43.0,2530,2056,474,25,42,697,552,145,6,13,62.82,26.42,429,355,47,1508,481758,160.82,46.75,131.98,38.37,51.19,14.88,190.03,55.24,143.71,41.78,10.25,2.98,6.08,0.14,43,185.1,144.8,2359,2307,2405,259.55,75.45,84.43,24.55,211.18,61.39,132.8,38.61,148.7,43.23,115.52,33.58,79.77,23.19,0,2,csv_1389.csv
blue,,janni d,Epic,0116078393d94c829e34fe748f71dd32,23,Octane,213,649,3,2,1,7,3,1,0,42.86,433,49.03,1375,1064,311,12,30,263,136,127,2,12,18.43,31.76,106,167,74,1569,292628,92.44,43.44,90.39,42.48,29.97,14.08,98.52,46.3,99.37,46.7,14.91,7.01,3.6,0.15,24,89.1,100.8,2807,2594,3170,171.68,80.68,41.12,19.32,129.67,60.93,83.14,39.07,85.85,40.34,86.52,40.66,40.44,19.0,1,0,csv_139.csv
blue,,Apart,Steam,76561198972408041,23,Octane,213,614,3,1,1,5,3,1,1,60.0,522,47.68,1874,1469,405,17,39,195,70,125,1,12,16.72,18.93,330,197,43,1663,302731,84.01,40.39,76.81,36.93,47.18,22.68,118.78,57.1,75.2,36.15,14.03,6.74,3.47,0.06,58,100.9,84.3,3297,3210,3321,166.89,80.23,41.12,19.77,144.16,69.3,63.85,30.7,110.18,52.97,63.43,30.49,34.4,16.54,1,1,csv_139.csv
orange,,italic,Steam,76561198021360335,23,Octane,213,421,1,0,4,2,12,6,3,50.0,480,56.44,1629,1330,299,17,27,360,236,124,3,12,23.07,16.02,223,279,27,1529,272000,96.36,47.41,74.48,36.64,32.41,15.95,114.76,56.46,82.32,40.5,6.17,3.04,2.87,0.11,26,105.8,81.7,2363,1913,2574,143.93,70.81,59.33,29.19,148.45,73.04,54.8,26.96,115.57,56.86,58.19,28.63,29.5,14.51,1,2,csv_139.csv
orange,,Kevin De Bruyne,Steam,76561198080302493,23,Octane,213,103,0,0,1,1,12,6,3,0.0,324,41.65,1144,921,223,10,20,172,100,72,1,6,31.26,19.89,3,89,0,1329,241004,125.73,59.83,75.69,36.02,8.73,4.15,132.37,62.99,74.55,35.47,3.23,1.54,4.67,0.16,30,81.5,114.3,3159,3306,3146,137.29,65.33,72.86,34.67,143.21,68.15,66.94,31.85,107.64,51.22,66.32,31.56,36.19,17.22,0,0,csv_139.csv
blue,,SniperzzzRL_,Epic,c134037a08a749dab9ee1ef58f70c0a7,23,Octane,317,497,0,0,5,5,7,2,2,0.0,467,56.16,2401,1918,483,22,44,427,291,136,3,12,24.91,47.27,240,314,8,1480,456020,149.46,47.13,139.43,43.97,28.2,8.89,196.73,62.04,95.1,29.99,25.26,7.97,7.14,0.13,57,166.9,149.1,2675,2222,3108,225.07,70.98,92.02,29.02,192.5,60.71,124.6,39.29,125.99,39.73,128.63,40.57,62.47,19.7,0,0,csv_1390.csv
blue,,italic,Steam,76561198021360335,23,Octane,317,130,0,0,0,2,7,2,0,0.0,465,56.14,2372,1809,563,24,50,703,503,200,7,17,33.82,39.13,378,497,108,1575,472561,126.77,41.17,119.65,38.85,61.53,19.98,168.01,54.56,121.88,39.58,18.06,5.86,4.94,0.13,39,149.4,157.8,2171,1830,2436,222.54,72.26,85.41,27.74,175.26,56.91,132.69,43.09,128.0,41.57,99.13,32.19,80.82,26.24,0,3,csv_1390.csv
orange,,LOLATESUNEFOLLE,Epic,51348403a01b46d68ed174232fe11449,23,Octane,317,574,1,0,5,4,7,0,0,25.0,497,51.94,2599,1881,718,23,63,402,227,175,3,17,38.65,24.6,388,409,72,1592,491490,123.04,38.8,137.93,43.49,56.16,17.71,183.53,57.87,119.86,37.8,13.74,4.33,5.74,0.09,65,142.5,164.6,2254,2257,2239,242.76,76.55,74.37,23.45,206.01,64.96,111.12,35.04,154.15,48.61,97.28,30.68,65.69,20.71,0,0,csv_1390.csv
orange,,Ace55314,XBox,a3c707c5fc010900,4284,Fennec,317,520,1,0,3,3,7,0,0,33.33,369,53.68,1978,1267,711,18,60,508,277,231,5,22,24.05,36.97,424,561,240,1521,471187,138.06,43.53,127.07,40.06,52.06,16.41,187.98,59.26,120.29,37.92,8.92,2.81,3.64,0.14,26,164.5,142.2,2409,2166,2633,252.64,79.65,64.56,20.35,199.85,63.01,117.34,36.99,141.72,44.68,118.98,37.51,56.49,17.81,3,0,csv_1390.csv
blue,,1Butterdogus140 (NEW BANGALA),Steam,76561198199512163,4780,Battle Bus,222,545,3,0,1,5,3,0,0,60.0,421,51.67,1489,1016,473,12,44,561,376,185,5,17,15.99,11.93,166,202,130,1533,312682,109.2,49.91,66.16,30.24,43.45,19.86,131.39,60.05,75.86,34.67,11.56,5.28,4.47,0.13,35,103.3,104.9,2302,2279,2304,164.72,75.28,54.09,24.72,134.16,61.31,84.66,38.69,109.99,50.27,52.42,23.96,56.41,25.78,1,1,csv_1391.csv
blue,,MD. .,Steam,76561198297902319,23,Octane,222,374,1,1,1,5,3,0,0,20.0,396,57.48,1462,1142,320,15,23,235,200,35,2,3,8.47,25.0,93,361,0,1470,298871,112.94,51.42,82.54,37.58,24.16,11.0,117.21,53.36,89.97,40.96,12.46,5.67,2.0,0.1,21,107.3,101.4,2707,2884,2380,159.86,72.78,59.79,27.22,156.39,71.2,63.26,28.8,114.69,52.21,69.01,31.42,35.95,16.37,1,1,csv_1391.csv
orange,,italic,Steam,76561198021360335,23,Octane,222,208,0,0,2,2,10,4,2,0.0,397,62.77,1518,1090,428,14,40,220,117,103,2,11,15.71,13.46,101,276,91,1508,302192,103.27,47.66,84.78,39.13,28.64,13.22,121.67,56.15,88.21,40.71,6.8,3.14,3.9,0.11,35,107.3,99.0,3059,3000,3016,155.52,71.77,61.17,28.23,133.92,61.8,82.77,38.2,97.94,45.2,77.48,35.76,41.26,19.04,1,2,csv_1391.csv
orange,,LOLATESUNEFOLLE,Epic,51348403a01b46d68ed174232fe11449,23,Octane,222,186,0,0,1,1,10,4,2,0.0,507,52.6,1870,1518,352,19,26,468,388,80,4,8,24.46,25.73,347,386,16,1656,344016,84.89,38.11,90.77,40.75,47.09,21.14,113.34,50.88,102.71,46.11,6.7,3.01,3.03,0.07,42,105.4,107.1,2297,2211,2388,160.44,72.03,62.31,27.97,127.66,57.31,95.09,42.69,96.15,43.16,70.94,31.85,55.66,24.99,1,0,csv_1391.csv
blue,,Bopbop,Steam,76561198006875767,2269,'99 Nissan Skyline GT-R R34,324,555,1,1,3,3,5,0,0,33.33,448,49.58,2174,1528,646,19,56,542,316,226,4,19,38.52,39.81,121,385,84,1566,479526,134.73,42.32,146.0,45.86,37.62,11.82,177.52,55.76,123.76,38.88,17.07,5.36,7.74,0.09,82,168.6,156.0,2431,2134,2840,245.92,77.25,72.43,22.75,195.98,61.56,122.37,38.44,141.54,44.46,108.22,33.99,68.59,21.55,2,2,csv_1392.csv
